"Tabela 3170 - Pessoas de 10 anos ou mais de idade, com rendimento, Valor do rendimento nominal médio mensal e Valor do rendimento nominal mediano mensal das pessoas de 10 anos ou mais de idade, com rendimento, por sexo, situação do domicílio e grupos de idade"
"Curió-Utinga - Belém (PA)";"Total";"8671";"4483";"4188"
"Curió-Utinga - Belém (PA)";"10 a 14 anos";"79";"50";"29"
"Curió-Utinga - Belém (PA)";"15 a 19 anos";"242";"136";"106"
"Curió-Utinga - Belém (PA)";"15 a 17 anos";"102";"58";"44"
"Curió-Utinga - Belém (PA)";"18 ou 19 anos";"140";"78";"62"
"Curió-Utinga - Belém (PA)";"20 a 24 anos";"876";"478";"398"
"Curió-Utinga - Belém (PA)";"25 a 29 anos";"1146";"622";"524"
"Curió-Utinga - Belém (PA)";"30 a 34 anos";"1061";"572";"489"
"Curió-Utinga - Belém (PA)";"35 a 39 anos";"1021";"521";"500"
"Curió-Utinga - Belém (PA)";"40 a 44 anos";"906";"473";"433"
"Curió-Utinga - Belém (PA)";"45 a 49 anos";"768";"400";"368"
"Curió-Utinga - Belém (PA)";"50 a 54 anos";"697";"366";"331"
"Curió-Utinga - Belém (PA)";"55 a 59 anos";"530";"281";"249"
"Curió-Utinga - Belém (PA)";"60 a 69 anos";"691";"306";"385"
"Curió-Utinga - Belém (PA)";"70 anos ou mais";"654";"278";"376"
"Val-de-Cães - Belém (PA)";"Total";"3642";"1987";"1655"
"Val-de-Cães - Belém (PA)";"10 a 14 anos";"32";"17";"15"
"Val-de-Cães - Belém (PA)";"15 a 19 anos";"76";"35";"41"
"Val-de-Cães - Belém (PA)";"15 a 17 anos";"28";"16";"12"
"Val-de-Cães - Belém (PA)";"18 ou 19 anos";"48";"19";"29"
"Val-de-Cães - Belém (PA)";"20 a 24 anos";"255";"137";"118"
"Val-de-Cães - Belém (PA)";"25 a 29 anos";"427";"236";"191"
"Val-de-Cães - Belém (PA)";"30 a 34 anos";"451";"236";"215"
"Val-de-Cães - Belém (PA)";"35 a 39 anos";"501";"302";"199"
"Val-de-Cães - Belém (PA)";"40 a 44 anos";"469";"288";"181"
"Val-de-Cães - Belém (PA)";"45 a 49 anos";"372";"218";"154"
"Val-de-Cães - Belém (PA)";"50 a 54 anos";"275";"135";"140"
"Val-de-Cães - Belém (PA)";"55 a 59 anos";"183";"100";"83"
"Val-de-Cães - Belém (PA)";"60 a 69 anos";"310";"145";"165"
"Val-de-Cães - Belém (PA)";"70 anos ou mais";"291";"138";"153"
"Mangueirão - Belém (PA)";"Total";"18105";"9566";"8539"
"Mangueirão - Belém (PA)";"10 a 14 anos";"160";"85";"75"
"Mangueirão - Belém (PA)";"15 a 19 anos";"614";"327";"287"
"Mangueirão - Belém (PA)";"15 a 17 anos";"233";"113";"120"
"Mangueirão - Belém (PA)";"18 ou 19 anos";"381";"214";"167"
"Mangueirão - Belém (PA)";"20 a 24 anos";"1917";"1093";"824"
"Mangueirão - Belém (PA)";"25 a 29 anos";"2501";"1359";"1142"
"Mangueirão - Belém (PA)";"30 a 34 anos";"2375";"1265";"1110"
"Mangueirão - Belém (PA)";"35 a 39 anos";"2272";"1237";"1035"
"Mangueirão - Belém (PA)";"40 a 44 anos";"2169";"1164";"1005"
"Mangueirão - Belém (PA)";"45 a 49 anos";"1793";"945";"848"
"Mangueirão - Belém (PA)";"50 a 54 anos";"1391";"745";"646"
"Mangueirão - Belém (PA)";"55 a 59 anos";"1000";"517";"483"
"Mangueirão - Belém (PA)";"60 a 69 anos";"1092";"508";"584"
"Mangueirão - Belém (PA)";"70 anos ou mais";"821";"321";"500"
"Universitário - Belém (PA)";"Total";"1054";"658";"396"
"Universitário - Belém (PA)";"10 a 14 anos";"1";"-";"1"
"Universitário - Belém (PA)";"15 a 19 anos";"32";"22";"10"
"Universitário - Belém (PA)";"15 a 17 anos";"12";"12";"-"
"Universitário - Belém (PA)";"18 ou 19 anos";"20";"10";"10"
"Universitário - Belém (PA)";"20 a 24 anos";"122";"94";"28"
"Universitário - Belém (PA)";"25 a 29 anos";"192";"120";"72"
"Universitário - Belém (PA)";"30 a 34 anos";"164";"103";"61"
"Universitário - Belém (PA)";"35 a 39 anos";"164";"93";"71"
"Universitário - Belém (PA)";"40 a 44 anos";"134";"80";"54"
"Universitário - Belém (PA)";"45 a 49 anos";"105";"62";"43"
"Universitário - Belém (PA)";"50 a 54 anos";"65";"38";"27"
"Universitário - Belém (PA)";"55 a 59 anos";"43";"27";"16"
"Universitário - Belém (PA)";"60 a 69 anos";"24";"14";"10"
"Universitário - Belém (PA)";"70 anos ou mais";"8";"5";"3"
"Castanheira - Belém (PA)";"Total";"13174";"6916";"6258"
"Castanheira - Belém (PA)";"10 a 14 anos";"102";"55";"47"
"Castanheira - Belém (PA)";"15 a 19 anos";"342";"181";"161"
"Castanheira - Belém (PA)";"15 a 17 anos";"130";"63";"67"
"Castanheira - Belém (PA)";"18 ou 19 anos";"212";"118";"94"
"Castanheira - Belém (PA)";"20 a 24 anos";"1298";"705";"593"
"Castanheira - Belém (PA)";"25 a 29 anos";"1780";"1020";"760"
"Castanheira - Belém (PA)";"30 a 34 anos";"1705";"928";"777"
"Castanheira - Belém (PA)";"35 a 39 anos";"1547";"866";"681"
"Castanheira - Belém (PA)";"40 a 44 anos";"1291";"666";"625"
"Castanheira - Belém (PA)";"45 a 49 anos";"1180";"637";"543"
"Castanheira - Belém (PA)";"50 a 54 anos";"958";"515";"443"
"Castanheira - Belém (PA)";"55 a 59 anos";"776";"387";"389"
"Castanheira - Belém (PA)";"60 a 69 anos";"1213";"558";"655"
"Castanheira - Belém (PA)";"70 anos ou mais";"982";"398";"584"
"Guanabara - Belém (PA)";"Total";"668";"384";"284"
"Guanabara - Belém (PA)";"10 a 14 anos";"6";"3";"3"
"Guanabara - Belém (PA)";"15 a 19 anos";"20";"13";"7"
"Guanabara - Belém (PA)";"15 a 17 anos";"7";"3";"4"
"Guanabara - Belém (PA)";"18 ou 19 anos";"13";"10";"3"
"Guanabara - Belém (PA)";"20 a 24 anos";"59";"38";"21"
"Guanabara - Belém (PA)";"25 a 29 anos";"114";"77";"37"
"Guanabara - Belém (PA)";"30 a 34 anos";"99";"59";"40"
"Guanabara - Belém (PA)";"35 a 39 anos";"86";"45";"41"
"Guanabara - Belém (PA)";"40 a 44 anos";"68";"42";"26"
"Guanabara - Belém (PA)";"45 a 49 anos";"33";"17";"16"
"Guanabara - Belém (PA)";"50 a 54 anos";"43";"24";"19"
"Guanabara - Belém (PA)";"55 a 59 anos";"33";"14";"19"
"Guanabara - Belém (PA)";"60 a 69 anos";"54";"32";"22"
"Guanabara - Belém (PA)";"70 anos ou mais";"53";"20";"33"
"Águas Lindas - Belém (PA)";"Total";"7738";"4388";"3350"
"Águas Lindas - Belém (PA)";"10 a 14 anos";"116";"61";"55"
"Águas Lindas - Belém (PA)";"15 a 19 anos";"338";"209";"129"
"Águas Lindas - Belém (PA)";"15 a 17 anos";"144";"79";"65"
"Águas Lindas - Belém (PA)";"18 ou 19 anos";"194";"130";"64"
"Águas Lindas - Belém (PA)";"20 a 24 anos";"871";"541";"330"
"Águas Lindas - Belém (PA)";"25 a 29 anos";"1157";"697";"460"
"Águas Lindas - Belém (PA)";"30 a 34 anos";"1184";"664";"520"
"Águas Lindas - Belém (PA)";"35 a 39 anos";"1143";"608";"535"
"Águas Lindas - Belém (PA)";"40 a 44 anos";"868";"485";"383"
"Águas Lindas - Belém (PA)";"45 a 49 anos";"643";"372";"271"
"Águas Lindas - Belém (PA)";"50 a 54 anos";"471";"261";"210"
"Águas Lindas - Belém (PA)";"55 a 59 anos";"278";"159";"119"
"Águas Lindas - Belém (PA)";"60 a 69 anos";"385";"199";"186"
"Águas Lindas - Belém (PA)";"70 anos ou mais";"284";"132";"152"
"Aurá - Belém (PA)";"Total";"878";"477";"401"
"Aurá - Belém (PA)";"10 a 14 anos";"9";"5";"4"
"Aurá - Belém (PA)";"15 a 19 anos";"44";"25";"19"
"Aurá - Belém (PA)";"15 a 17 anos";"17";"11";"6"
"Aurá - Belém (PA)";"18 ou 19 anos";"27";"14";"13"
"Aurá - Belém (PA)";"20 a 24 anos";"109";"69";"40"
"Aurá - Belém (PA)";"25 a 29 anos";"109";"64";"45"
"Aurá - Belém (PA)";"30 a 34 anos";"136";"68";"68"
"Aurá - Belém (PA)";"35 a 39 anos";"112";"53";"59"
"Aurá - Belém (PA)";"40 a 44 anos";"100";"57";"43"
"Aurá - Belém (PA)";"45 a 49 anos";"84";"45";"39"
"Aurá - Belém (PA)";"50 a 54 anos";"56";"27";"29"
"Aurá - Belém (PA)";"55 a 59 anos";"34";"21";"13"
"Aurá - Belém (PA)";"60 a 69 anos";"54";"27";"27"
"Aurá - Belém (PA)";"70 anos ou mais";"31";"16";"15"
"Bengui - Belém (PA)";"Total";"13512";"7483";"6029"
"Bengui - Belém (PA)";"10 a 14 anos";"186";"99";"87"
"Bengui - Belém (PA)";"15 a 19 anos";"477";"293";"184"
"Bengui - Belém (PA)";"15 a 17 anos";"187";"114";"73"
"Bengui - Belém (PA)";"18 ou 19 anos";"290";"179";"111"
"Bengui - Belém (PA)";"20 a 24 anos";"1376";"813";"563"
"Bengui - Belém (PA)";"25 a 29 anos";"1971";"1136";"835"
"Bengui - Belém (PA)";"30 a 34 anos";"2019";"1130";"889"
"Bengui - Belém (PA)";"35 a 39 anos";"1677";"951";"726"
"Bengui - Belém (PA)";"40 a 44 anos";"1224";"677";"547"
"Bengui - Belém (PA)";"45 a 49 anos";"1015";"579";"436"
"Bengui - Belém (PA)";"50 a 54 anos";"946";"505";"441"
"Bengui - Belém (PA)";"55 a 59 anos";"812";"443";"369"
"Bengui - Belém (PA)";"60 a 69 anos";"1102";"571";"531"
"Bengui - Belém (PA)";"70 anos ou mais";"707";"286";"421"
"Cabanagem - Belém (PA)";"Total";"12091";"6857";"5234"
"Cabanagem - Belém (PA)";"10 a 14 anos";"90";"51";"39"
"Cabanagem - Belém (PA)";"15 a 19 anos";"533";"320";"213"
"Cabanagem - Belém (PA)";"15 a 17 anos";"199";"121";"78"
"Cabanagem - Belém (PA)";"18 ou 19 anos";"334";"199";"135"
"Cabanagem - Belém (PA)";"20 a 24 anos";"1509";"973";"536"
"Cabanagem - Belém (PA)";"25 a 29 anos";"1751";"1062";"689"
"Cabanagem - Belém (PA)";"30 a 34 anos";"1597";"905";"692"
"Cabanagem - Belém (PA)";"35 a 39 anos";"1460";"766";"694"
"Cabanagem - Belém (PA)";"40 a 44 anos";"1389";"748";"641"
"Cabanagem - Belém (PA)";"45 a 49 anos";"1150";"665";"485"
"Cabanagem - Belém (PA)";"50 a 54 anos";"887";"491";"396"
"Cabanagem - Belém (PA)";"55 a 59 anos";"587";"343";"244"
"Cabanagem - Belém (PA)";"60 a 69 anos";"681";"342";"339"
"Cabanagem - Belém (PA)";"70 anos ou mais";"457";"191";"266"
"Coqueiro - Belém (PA)";"Total";"25857";"13537";"12320"
"Coqueiro - Belém (PA)";"10 a 14 anos";"198";"96";"102"
"Coqueiro - Belém (PA)";"15 a 19 anos";"675";"376";"299"
"Coqueiro - Belém (PA)";"15 a 17 anos";"248";"134";"114"
"Coqueiro - Belém (PA)";"18 ou 19 anos";"427";"242";"185"
"Coqueiro - Belém (PA)";"20 a 24 anos";"2451";"1347";"1104"
"Coqueiro - Belém (PA)";"25 a 29 anos";"3440";"1867";"1573"
"Coqueiro - Belém (PA)";"30 a 34 anos";"3570";"1928";"1642"
"Coqueiro - Belém (PA)";"35 a 39 anos";"3297";"1767";"1530"
"Coqueiro - Belém (PA)";"40 a 44 anos";"2851";"1490";"1361"
"Coqueiro - Belém (PA)";"45 a 49 anos";"2455";"1319";"1136"
"Coqueiro - Belém (PA)";"50 a 54 anos";"1990";"1003";"987"
"Coqueiro - Belém (PA)";"55 a 59 anos";"1535";"805";"730"
"Coqueiro - Belém (PA)";"60 a 69 anos";"2035";"1001";"1034"
"Coqueiro - Belém (PA)";"70 anos ou mais";"1360";"538";"822"
"Parque Verde - Belém (PA)";"Total";"18723";"10048";"8675"
"Parque Verde - Belém (PA)";"10 a 14 anos";"187";"86";"101"
"Parque Verde - Belém (PA)";"15 a 19 anos";"580";"320";"260"
"Parque Verde - Belém (PA)";"15 a 17 anos";"232";"114";"118"
"Parque Verde - Belém (PA)";"18 ou 19 anos";"348";"206";"142"
"Parque Verde - Belém (PA)";"20 a 24 anos";"1896";"1104";"792"
"Parque Verde - Belém (PA)";"25 a 29 anos";"2603";"1437";"1166"
"Parque Verde - Belém (PA)";"30 a 34 anos";"2629";"1435";"1194"
"Parque Verde - Belém (PA)";"35 a 39 anos";"2534";"1360";"1174"
"Parque Verde - Belém (PA)";"40 a 44 anos";"2202";"1220";"982"
"Parque Verde - Belém (PA)";"45 a 49 anos";"1815";"975";"840"
"Parque Verde - Belém (PA)";"50 a 54 anos";"1404";"748";"656"
"Parque Verde - Belém (PA)";"55 a 59 anos";"952";"512";"440"
"Parque Verde - Belém (PA)";"60 a 69 anos";"1193";"573";"620"
"Parque Verde - Belém (PA)";"70 anos ou mais";"728";"278";"450"
"Pratinha - Belém (PA)";"Total";"9689";"5553";"4136"
"Pratinha - Belém (PA)";"10 a 14 anos";"158";"85";"73"
"Pratinha - Belém (PA)";"15 a 19 anos";"401";"250";"151"
"Pratinha - Belém (PA)";"15 a 17 anos";"167";"100";"67"
"Pratinha - Belém (PA)";"18 ou 19 anos";"234";"150";"84"
"Pratinha - Belém (PA)";"20 a 24 anos";"1085";"665";"420"
"Pratinha - Belém (PA)";"25 a 29 anos";"1319";"757";"562"
"Pratinha - Belém (PA)";"30 a 34 anos";"1393";"805";"588"
"Pratinha - Belém (PA)";"35 a 39 anos";"1353";"759";"594"
"Pratinha - Belém (PA)";"40 a 44 anos";"1141";"657";"484"
"Pratinha - Belém (PA)";"45 a 49 anos";"867";"490";"377"
"Pratinha - Belém (PA)";"50 a 54 anos";"579";"348";"231"
"Pratinha - Belém (PA)";"55 a 59 anos";"437";"254";"183"
"Pratinha - Belém (PA)";"60 a 69 anos";"561";"292";"269"
"Pratinha - Belém (PA)";"70 anos ou mais";"395";"191";"204"
"São Clemente - Belém (PA)";"Total";"3138";"1944";"1194"
"São Clemente - Belém (PA)";"10 a 14 anos";"30";"13";"17"
"São Clemente - Belém (PA)";"15 a 19 anos";"106";"75";"31"
"São Clemente - Belém (PA)";"15 a 17 anos";"38";"29";"9"
"São Clemente - Belém (PA)";"18 ou 19 anos";"68";"46";"22"
"São Clemente - Belém (PA)";"20 a 24 anos";"405";"275";"130"
"São Clemente - Belém (PA)";"25 a 29 anos";"478";"301";"177"
"São Clemente - Belém (PA)";"30 a 34 anos";"488";"291";"197"
"São Clemente - Belém (PA)";"35 a 39 anos";"508";"294";"214"
"São Clemente - Belém (PA)";"40 a 44 anos";"471";"306";"165"
"São Clemente - Belém (PA)";"45 a 49 anos";"222";"145";"77"
"São Clemente - Belém (PA)";"50 a 54 anos";"138";"88";"50"
"São Clemente - Belém (PA)";"55 a 59 anos";"98";"58";"40"
"São Clemente - Belém (PA)";"60 a 69 anos";"109";"54";"55"
"São Clemente - Belém (PA)";"70 anos ou mais";"85";"44";"41"
"Tapanã - Belém (PA)";"Total";"29915";"16784";"13131"
"Tapanã - Belém (PA)";"10 a 14 anos";"413";"209";"204"
"Tapanã - Belém (PA)";"15 a 19 anos";"1190";"709";"481"
"Tapanã - Belém (PA)";"15 a 17 anos";"489";"277";"212"
"Tapanã - Belém (PA)";"18 ou 19 anos";"701";"432";"269"
"Tapanã - Belém (PA)";"20 a 24 anos";"3185";"1963";"1222"
"Tapanã - Belém (PA)";"25 a 29 anos";"4092";"2419";"1673"
"Tapanã - Belém (PA)";"30 a 34 anos";"4327";"2390";"1937"
"Tapanã - Belém (PA)";"35 a 39 anos";"3935";"2211";"1724"
"Tapanã - Belém (PA)";"40 a 44 anos";"3335";"1873";"1462"
"Tapanã - Belém (PA)";"45 a 49 anos";"2669";"1542";"1127"
"Tapanã - Belém (PA)";"50 a 54 anos";"2150";"1191";"959"
"Tapanã - Belém (PA)";"55 a 59 anos";"1491";"833";"658"
"Tapanã - Belém (PA)";"60 a 69 anos";"1877";"943";"934"
"Tapanã - Belém (PA)";"70 anos ou mais";"1251";"501";"750"
"Una - Belém (PA)";"Total";"2936";"1691";"1245"
"Una - Belém (PA)";"10 a 14 anos";"25";"14";"11"
"Una - Belém (PA)";"15 a 19 anos";"85";"45";"40"
"Una - Belém (PA)";"15 a 17 anos";"30";"19";"11"
"Una - Belém (PA)";"18 ou 19 anos";"55";"26";"29"
"Una - Belém (PA)";"20 a 24 anos";"314";"208";"106"
"Una - Belém (PA)";"25 a 29 anos";"470";"279";"191"
"Una - Belém (PA)";"30 a 34 anos";"473";"273";"200"
"Una - Belém (PA)";"35 a 39 anos";"398";"231";"167"
"Una - Belém (PA)";"40 a 44 anos";"337";"202";"135"
"Una - Belém (PA)";"45 a 49 anos";"213";"121";"92"
"Una - Belém (PA)";"50 a 54 anos";"205";"111";"94"
"Una - Belém (PA)";"55 a 59 anos";"123";"70";"53"
"Una - Belém (PA)";"60 a 69 anos";"165";"82";"83"
"Una - Belém (PA)";"70 anos ou mais";"128";"55";"73"
"Águas Negras - Belém (PA)";"Total";"3318";"1848";"1470"
"Águas Negras - Belém (PA)";"10 a 14 anos";"48";"17";"31"
"Águas Negras - Belém (PA)";"15 a 19 anos";"123";"71";"52"
"Águas Negras - Belém (PA)";"15 a 17 anos";"50";"23";"27"
"Águas Negras - Belém (PA)";"18 ou 19 anos";"73";"48";"25"
"Águas Negras - Belém (PA)";"20 a 24 anos";"351";"224";"127"
"Águas Negras - Belém (PA)";"25 a 29 anos";"498";"291";"207"
"Águas Negras - Belém (PA)";"30 a 34 anos";"493";"295";"198"
"Águas Negras - Belém (PA)";"35 a 39 anos";"385";"201";"184"
"Águas Negras - Belém (PA)";"40 a 44 anos";"363";"192";"171"
"Águas Negras - Belém (PA)";"45 a 49 anos";"278";"171";"107"
"Águas Negras - Belém (PA)";"50 a 54 anos";"228";"134";"94"
"Águas Negras - Belém (PA)";"55 a 59 anos";"161";"78";"83"
"Águas Negras - Belém (PA)";"60 a 69 anos";"234";"110";"124"
"Águas Negras - Belém (PA)";"70 anos ou mais";"156";"64";"92"
"Agulha - Belém (PA)";"Total";"9298";"5222";"4076"
"Agulha - Belém (PA)";"10 a 14 anos";"116";"57";"59"
"Agulha - Belém (PA)";"15 a 19 anos";"361";"207";"154"
"Agulha - Belém (PA)";"15 a 17 anos";"139";"80";"59"
"Agulha - Belém (PA)";"18 ou 19 anos";"222";"127";"95"
"Agulha - Belém (PA)";"20 a 24 anos";"978";"609";"369"
"Agulha - Belém (PA)";"25 a 29 anos";"1230";"742";"488"
"Agulha - Belém (PA)";"30 a 34 anos";"1240";"711";"529"
"Agulha - Belém (PA)";"35 a 39 anos";"1108";"620";"488"
"Agulha - Belém (PA)";"40 a 44 anos";"996";"572";"424"
"Agulha - Belém (PA)";"45 a 49 anos";"822";"453";"369"
"Agulha - Belém (PA)";"50 a 54 anos";"726";"395";"331"
"Agulha - Belém (PA)";"55 a 59 anos";"562";"307";"255"
"Agulha - Belém (PA)";"60 a 69 anos";"666";"337";"329"
"Agulha - Belém (PA)";"70 anos ou mais";"493";"212";"281"
"Campina de Icoaraci - Belém (PA)";"Total";"12937";"7064";"5873"
"Campina de Icoaraci - Belém (PA)";"10 a 14 anos";"179";"101";"78"
"Campina de Icoaraci - Belém (PA)";"15 a 19 anos";"415";"247";"168"
"Campina de Icoaraci - Belém (PA)";"15 a 17 anos";"160";"91";"69"
"Campina de Icoaraci - Belém (PA)";"18 ou 19 anos";"255";"156";"99"
"Campina de Icoaraci - Belém (PA)";"20 a 24 anos";"1218";"733";"485"
"Campina de Icoaraci - Belém (PA)";"25 a 29 anos";"1698";"980";"718"
"Campina de Icoaraci - Belém (PA)";"30 a 34 anos";"1663";"931";"732"
"Campina de Icoaraci - Belém (PA)";"35 a 39 anos";"1529";"858";"671"
"Campina de Icoaraci - Belém (PA)";"40 a 44 anos";"1302";"700";"602"
"Campina de Icoaraci - Belém (PA)";"45 a 49 anos";"1073";"587";"486"
"Campina de Icoaraci - Belém (PA)";"50 a 54 anos";"994";"575";"419"
"Campina de Icoaraci - Belém (PA)";"55 a 59 anos";"827";"446";"381"
"Campina de Icoaraci - Belém (PA)";"60 a 69 anos";"1151";"565";"586"
"Campina de Icoaraci - Belém (PA)";"70 anos ou mais";"888";"341";"547"
"Cruzeiro - Belém (PA)";"Total";"5967";"3227";"2740"
"Cruzeiro - Belém (PA)";"10 a 14 anos";"68";"35";"33"
"Cruzeiro - Belém (PA)";"15 a 19 anos";"162";"92";"70"
"Cruzeiro - Belém (PA)";"15 a 17 anos";"58";"33";"25"
"Cruzeiro - Belém (PA)";"18 ou 19 anos";"104";"59";"45"
"Cruzeiro - Belém (PA)";"20 a 24 anos";"551";"365";"186"
"Cruzeiro - Belém (PA)";"25 a 29 anos";"768";"439";"329"
"Cruzeiro - Belém (PA)";"30 a 34 anos";"702";"404";"298"
"Cruzeiro - Belém (PA)";"35 a 39 anos";"698";"371";"327"
"Cruzeiro - Belém (PA)";"40 a 44 anos";"616";"337";"279"
"Cruzeiro - Belém (PA)";"45 a 49 anos";"554";"305";"249"
"Cruzeiro - Belém (PA)";"50 a 54 anos";"454";"247";"207"
"Cruzeiro - Belém (PA)";"55 a 59 anos";"360";"179";"181"
"Cruzeiro - Belém (PA)";"60 a 69 anos";"537";"260";"277"
"Cruzeiro - Belém (PA)";"70 anos ou mais";"497";"193";"304"
"Maracacuera - Belém (PA)";"Total";"6112";"3617";"2495"
"Maracacuera - Belém (PA)";"10 a 14 anos";"84";"45";"39"
"Maracacuera - Belém (PA)";"15 a 19 anos";"300";"209";"91"
"Maracacuera - Belém (PA)";"15 a 17 anos";"126";"86";"40"
"Maracacuera - Belém (PA)";"18 ou 19 anos";"174";"123";"51"
"Maracacuera - Belém (PA)";"20 a 24 anos";"739";"483";"256"
"Maracacuera - Belém (PA)";"25 a 29 anos";"886";"528";"358"
"Maracacuera - Belém (PA)";"30 a 34 anos";"920";"523";"397"
"Maracacuera - Belém (PA)";"35 a 39 anos";"816";"485";"331"
"Maracacuera - Belém (PA)";"40 a 44 anos";"719";"406";"313"
"Maracacuera - Belém (PA)";"45 a 49 anos";"519";"293";"226"
"Maracacuera - Belém (PA)";"50 a 54 anos";"384";"232";"152"
"Maracacuera - Belém (PA)";"55 a 59 anos";"243";"149";"94"
"Maracacuera - Belém (PA)";"60 a 69 anos";"300";"171";"129"
"Maracacuera - Belém (PA)";"70 anos ou mais";"202";"93";"109"
"Paracuri - Belém (PA)";"Total";"3870";"2200";"1670"
"Paracuri - Belém (PA)";"10 a 14 anos";"65";"31";"34"
"Paracuri - Belém (PA)";"15 a 19 anos";"175";"102";"73"
"Paracuri - Belém (PA)";"15 a 17 anos";"71";"37";"34"
"Paracuri - Belém (PA)";"18 ou 19 anos";"104";"65";"39"
"Paracuri - Belém (PA)";"20 a 24 anos";"434";"290";"144"
"Paracuri - Belém (PA)";"25 a 29 anos";"519";"298";"221"
"Paracuri - Belém (PA)";"30 a 34 anos";"595";"326";"269"
"Paracuri - Belém (PA)";"35 a 39 anos";"507";"276";"231"
"Paracuri - Belém (PA)";"40 a 44 anos";"459";"255";"204"
"Paracuri - Belém (PA)";"45 a 49 anos";"327";"190";"137"
"Paracuri - Belém (PA)";"50 a 54 anos";"248";"152";"96"
"Paracuri - Belém (PA)";"55 a 59 anos";"172";"96";"76"
"Paracuri - Belém (PA)";"60 a 69 anos";"227";"116";"111"
"Paracuri - Belém (PA)";"70 anos ou mais";"142";"68";"74"
"Parque Guajará - Belém (PA)";"Total";"14953";"8302";"6651"
"Parque Guajará - Belém (PA)";"10 a 14 anos";"231";"128";"103"
"Parque Guajará - Belém (PA)";"15 a 19 anos";"655";"400";"255"
"Parque Guajará - Belém (PA)";"15 a 17 anos";"279";"172";"107"
"Parque Guajará - Belém (PA)";"18 ou 19 anos";"376";"228";"148"
"Parque Guajará - Belém (PA)";"20 a 24 anos";"1590";"967";"623"
"Parque Guajará - Belém (PA)";"25 a 29 anos";"1982";"1141";"841"
"Parque Guajará - Belém (PA)";"30 a 34 anos";"2360";"1316";"1044"
"Parque Guajará - Belém (PA)";"35 a 39 anos";"2215";"1179";"1036"
"Parque Guajará - Belém (PA)";"40 a 44 anos";"1802";"1005";"797"
"Parque Guajará - Belém (PA)";"45 a 49 anos";"1283";"711";"572"
"Parque Guajará - Belém (PA)";"50 a 54 anos";"964";"535";"429"
"Parque Guajará - Belém (PA)";"55 a 59 anos";"635";"328";"307"
"Parque Guajará - Belém (PA)";"60 a 69 anos";"738";"379";"359"
"Parque Guajará - Belém (PA)";"70 anos ou mais";"498";"213";"285"
"Ponta Grossa - Belém (PA)";"Total";"6694";"3597";"3097"
"Ponta Grossa - Belém (PA)";"10 a 14 anos";"56";"28";"28"
"Ponta Grossa - Belém (PA)";"15 a 19 anos";"188";"115";"73"
"Ponta Grossa - Belém (PA)";"15 a 17 anos";"72";"46";"26"
"Ponta Grossa - Belém (PA)";"18 ou 19 anos";"116";"69";"47"
"Ponta Grossa - Belém (PA)";"20 a 24 anos";"625";"364";"261"
